MCBto5,MC6to11,MC12to17,MC18to23,MC24to29,MC30to35,MC36to41,MC42to47,MC48to53,MC54toSA,MCSA
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.25,121.25,121.25,110.41,110.41,110.41,101.25,101.25,101.25,101.25,99.25
125.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,100.0
128.75,128.75,128.75,119.59,119.59,119.59,108.75,108.75,108.75,108.75,100.75
132.5,132.5,132.5,124.18,124.18,124.18,112.5,112.5,112.5,112.5,101.5
136.25,136.25,136.25,128.76,128.76,128.76,116.25,116.25,116.25,116.25,102.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.25,121.25,121.25,110.41,110.41,110.41,101.25,101.25,101.25,101.25,99.25
125.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,100.0
128.75,128.75,128.75,119.59,119.59,119.59,108.75,108.75,108.75,108.75,100.75
132.5,132.5,132.5,124.18,124.18,124.18,112.5,112.5,112.5,112.5,101.5
136.25,136.25,136.25,128.76,128.76,128.76,116.25,116.25,116.25,116.25,102.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.25,121.25,121.25,110.41,110.41,110.41,101.25,101.25,101.25,101.25,99.25
125.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,100.0
128.75,128.75,128.75,119.59,119.59,119.59,108.75,108.75,108.75,108.75,100.75
132.5,132.5,132.5,124.18,124.18,124.18,112.5,112.5,112.5,112.5,101.5
136.25,136.25,136.25,128.76,128.76,128.76,116.25,116.25,116.25,116.25,102.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.25,121.25,121.25,110.41,110.41,110.41,101.25,101.25,101.25,101.25,99.25
125.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,100.0
128.75,128.75,128.75,119.59,119.59,119.59,108.75,108.75,108.75,108.75,100.75
132.5,132.5,132.5,124.18,124.18,124.18,112.5,112.5,112.5,112.5,101.5
136.25,136.25,136.25,128.76,128.76,128.76,116.25,116.25,116.25,116.25,102.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.25,121.25,121.25,110.41,110.41,110.41,101.25,101.25,101.25,101.25,99.25
125.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,100.0
128.75,128.75,128.75,119.59,119.59,119.59,108.75,108.75,108.75,108.75,100.75
132.5,132.5,132.5,124.18,124.18,124.18,112.5,112.5,112.5,112.5,101.5
136.25,136.25,136.25,128.76,128.76,128.76,116.25,116.25,116.25,116.25,102.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.25,121.25,121.25,110.41,110.41,110.41,101.25,101.25,101.25,101.25,99.25
125.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,100.0
128.75,128.75,128.75,119.59,119.59,119.59,108.75,108.75,108.75,108.75,100.75
132.5,132.5,132.5,124.18,124.18,124.18,112.5,112.5,112.5,112.5,101.5
136.25,136.25,136.25,128.76,128.76,128.76,116.25,116.25,116.25,116.25,102.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.25,121.25,121.25,110.41,110.41,110.41,101.25,101.25,101.25,101.25,99.25
125.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,100.0
128.75,128.75,128.75,119.59,119.59,119.59,108.75,108.75,108.75,108.75,100.75
132.5,132.5,132.5,124.18,124.18,124.18,112.5,112.5,112.5,112.5,101.5
136.25,136.25,136.25,128.76,128.76,128.76,116.25,116.25,116.25,116.25,102.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.25,121.25,121.25,110.41,110.41,110.41,101.25,101.25,101.25,101.25,99.25
125.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,100.0
128.75,128.75,128.75,119.59,119.59,119.59,108.75,108.75,108.75,108.75,100.75
132.5,132.5,132.5,124.18,124.18,124.18,112.5,112.5,112.5,112.5,101.5
136.25,136.25,136.25,128.76,128.76,128.76,116.25,116.25,116.25,116.25,102.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.25,121.25,121.25,110.41,110.41,110.41,101.25,101.25,101.25,101.25,99.25
125.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,100.0
128.75,128.75,128.75,119.59,119.59,119.59,108.75,108.75,108.75,108.75,100.75
132.5,132.5,132.5,124.18,124.18,124.18,112.5,112.5,112.5,112.5,101.5
136.25,136.25,136.25,128.76,128.76,128.76,116.25,116.25,116.25,116.25,102.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.25,121.25,121.25,110.41,110.41,110.41,101.25,101.25,101.25,101.25,99.25
125.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,100.0
128.75,128.75,128.75,119.59,119.59,119.59,108.75,108.75,108.75,108.75,100.75
132.5,132.5,132.5,124.18,124.18,124.18,112.5,112.5,112.5,112.5,101.5
136.25,136.25,136.25,128.76,128.76,128.76,116.25,116.25,116.25,116.25,102.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.25,121.25,121.25,110.41,110.41,110.41,101.25,101.25,101.25,101.25,99.25
125.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,100.0
128.75,128.75,128.75,119.59,119.59,119.59,108.75,108.75,108.75,108.75,100.75
132.5,132.5,132.5,124.18,124.18,124.18,112.5,112.5,112.5,112.5,101.5
136.25,136.25,136.25,128.76,128.76,128.76,116.25,116.25,116.25,116.25,102.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.25,121.25,121.25,110.41,110.41,110.41,101.25,101.25,101.25,101.25,99.25
125.0,125.0,125.0,115.0,115.0,115.0,105.0,105.0,105.0,105.0,100.0
128.75,128.75,128.75,119.59,119.59,119.59,108.75,108.75,108.75,108.75,100.75
132.5,132.5,132.5,124.18,124.18,124.18,112.5,112.5,112.5,112.5,101.5
136.25,136.25,136.25,128.76,128.76,128.76,116.25,116.25,116.25,116.25,102.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
93.75,93.75,93.75,89.38,89.38,89.38,83.75,83.75,83.75,83.75,73.75
95.0,95.0,95.0,91.5,91.5,91.5,85.0,85.0,85.0,85.0,75.0
96.25,96.25,96.25,93.63,93.63,93.63,86.25,86.25,86.25,86.25,76.25
97.5,97.5,97.5,95.75,95.75,95.75,87.5,87.5,87.5,87.5,77.5
98.75,98.75,98.75,97.88,97.88,97.88,88.75,88.75,88.75,88.75,78.75
301.77,301.77,301.77,301.77,214.22,214.22,214.22,214.22,214.22,214.22,154.83
312.76,312.76,312.76,312.76,234.23,234.23,234.23,234.23,234.23,234.23,169.31
313.14,313.14,313.14,313.14,234.95,234.95,234.95,234.95,234.95,234.95,182.19
313.53,313.53,313.53,313.53,235.68,235.68,235.68,235.68,235.68,235.68,195.06
313.91,313.91,313.91,313.91,236.4,236.4,236.4,236.4,236.4,236.4,207.94
311.92,311.92,311.92,311.92,231.57,231.57,231.57,231.57,231.57,231.57,191.93
309.92,309.92,309.92,309.92,226.74,226.74,226.74,226.74,226.74,226.74,175.91
343.86,343.86,343.86,343.86,250.57,250.57,250.57,250.57,250.57,250.57,188.73
377.8,377.8,377.8,377.8,274.39,274.39,274.39,274.39,274.39,274.39,201.54
385.5,385.5,385.5,385.5,289.78,289.78,289.78,289.78,289.78,289.78,212.66
393.2,393.2,393.2,393.2,305.16,305.16,305.16,305.16,305.16,305.16,223.78
270.26,270.26,270.26,270.26,176.13,176.13,176.13,176.13,176.13,176.13,140.85
292.31,292.31,292.31,292.31,205.82,205.82,205.82,205.82,205.82,205.82,153.92
291.53,291.53,291.53,291.53,203.82,203.82,203.82,203.82,203.82,203.82,155.88
290.74,290.74,290.74,290.74,201.81,201.81,201.81,201.81,201.81,201.81,157.84
289.96,289.96,289.96,289.96,199.81,199.81,199.81,199.81,199.81,199.81,159.8
285.29,285.29,285.29,285.29,186.4,186.4,186.4,186.4,186.4,186.4,146.79
280.61,280.61,280.61,280.61,172.99,172.99,172.99,172.99,172.99,172.99,133.77
261.31,261.31,261.31,261.31,161.38,161.38,161.38,161.38,161.38,161.38,131.31
242.01,242.01,242.01,242.01,149.77,149.77,149.77,149.77,149.77,149.77,128.85
275.11,275.11,275.11,275.11,155.52,155.52,155.52,155.52,155.52,155.52,151.06
308.2,308.2,308.2,308.2,161.26,161.26,161.26,161.26,161.26,161.26,173.26
224.61,224.61,224.61,224.61,159.22,159.22,159.22,159.22,159.22,159.22,127.39
247.66,247.66,247.66,247.66,181.58,181.58,181.58,181.58,181.58,181.58,150.14
