MCBto5,MC6to11,MC12to17,MC18to23,MC24to29,MC30to35,MC36to41,MC42to47,MC48to53,MC54toSA,MCSA
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
322.96,322.96,279.43,279.43,279.43,226.44,226.44,226.44,202.9,202.9,194.38
276.23,276.23,243.4,243.4,243.4,203.65,203.65,203.65,187.96,187.96,180.61
229.5,229.5,207.38,207.38,207.38,180.87,180.87,180.87,173.02,173.02,166.84
182.77,182.77,171.35,171.35,171.35,158.08,158.08,158.08,158.08,158.08,153.07
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
322.96,322.96,279.43,279.43,279.43,226.44,226.44,226.44,202.9,202.9,194.38
276.23,276.23,243.4,243.4,243.4,203.65,203.65,203.65,187.96,187.96,180.61
229.5,229.5,207.38,207.38,207.38,180.87,180.87,180.87,173.02,173.02,166.84
182.77,182.77,171.35,171.35,171.35,158.08,158.08,158.08,158.08,158.08,153.07
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
339.29,339.29,289.96,289.67,289.67,233.77,233.77,233.77,210.23,210.23,188.48
308.88,308.88,264.46,263.88,263.88,218.31,218.31,218.31,202.62,202.62,168.81
278.48,278.48,238.96,238.1,238.1,202.85,202.85,202.85,195.0,195.0,149.13
248.08,248.08,213.46,212.31,212.31,187.38,187.38,187.38,187.38,187.38,129.46
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
355.9,355.9,304.82,302.28,302.28,242.74,242.74,242.74,219.2,219.2,196.79
342.12,342.12,294.17,289.1,289.1,236.25,236.25,236.25,220.56,220.56,185.42
328.33,328.33,283.53,275.91,275.91,229.76,229.76,229.76,221.91,221.91,174.06
314.54,314.54,272.88,262.73,262.73,223.27,223.27,223.27,223.27,223.27,162.69
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
339.29,339.29,289.96,289.67,289.67,233.77,233.77,233.77,210.23,210.23,188.48
308.88,308.88,264.46,263.88,263.88,218.31,218.31,218.31,202.62,202.62,168.81
278.48,278.48,238.96,238.1,238.1,202.85,202.85,202.85,195.0,195.0,149.13
248.08,248.08,213.46,212.31,212.31,187.38,187.38,187.38,187.38,187.38,129.46
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
368.43,368.43,319.04,316.73,316.73,259.73,259.73,259.73,236.19,236.19,193.33
367.17,367.17,322.62,317.99,317.99,270.23,270.23,270.23,254.54,254.54,178.5
365.91,365.91,326.19,319.25,319.25,280.73,280.73,280.73,272.88,272.88,163.67
364.65,364.65,329.77,320.52,320.52,291.23,291.23,291.23,291.23,291.23,148.85
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
341.27,341.27,293.71,293.9,293.9,235.05,235.05,235.05,211.51,211.51,184.96
312.85,312.85,271.96,272.34,272.34,220.87,220.87,220.87,205.18,205.18,161.77
284.43,284.43,250.21,250.78,250.78,206.69,206.69,206.69,198.84,198.84,138.58
256.02,256.02,228.46,229.22,229.22,192.51,192.51,192.51,192.51,192.51,115.38
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
328.33,328.33,280.58,277.85,277.85,227.31,227.31,227.31,203.77,203.77,182.13
286.96,286.96,245.69,240.23,240.23,205.38,205.38,205.38,189.69,189.69,156.12
245.6,245.6,210.8,202.62,202.62,183.46,183.46,183.46,175.62,175.62,130.1
204.23,204.23,175.92,165.0,165.0,161.54,161.54,161.54,161.54,161.54,104.08
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
339.29,339.29,289.96,289.67,289.67,233.77,233.77,233.77,210.23,210.23,188.48
308.88,308.88,264.46,263.88,263.88,218.31,218.31,218.31,202.62,202.62,168.81
278.48,278.48,238.96,238.1,238.1,202.85,202.85,202.85,195.0,195.0,149.13
248.08,248.08,213.46,212.31,212.31,187.38,187.38,187.38,187.38,187.38,129.46
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
339.29,339.29,289.96,289.67,289.67,233.77,233.77,233.77,210.23,210.23,188.48
308.88,308.88,264.46,263.88,263.88,218.31,218.31,218.31,202.62,202.62,168.81
278.48,278.48,238.96,238.1,238.1,202.85,202.85,202.85,195.0,195.0,149.13
248.08,248.08,213.46,212.31,212.31,187.38,187.38,187.38,187.38,187.38,129.46
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
322.96,322.96,279.43,279.43,279.43,226.44,226.44,226.44,202.9,202.9,194.38
276.23,276.23,243.4,243.4,243.4,203.65,203.65,203.65,187.96,187.96,180.61
229.5,229.5,207.38,207.38,207.38,180.87,180.87,180.87,173.02,173.02,166.84
182.77,182.77,171.35,171.35,171.35,158.08,158.08,158.08,158.08,158.08,153.07
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
339.29,339.29,289.96,289.67,289.67,233.77,233.77,233.77,210.23,210.23,188.48
308.88,308.88,264.46,263.88,263.88,218.31,218.31,218.31,202.62,202.62,168.81
278.48,278.48,238.96,238.1,238.1,202.85,202.85,202.85,195.0,195.0,149.13
248.08,248.08,213.46,212.31,212.31,187.38,187.38,187.38,187.38,187.38,129.46
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
322.96,322.96,279.43,279.43,279.43,226.44,226.44,226.44,202.9,202.9,194.38
276.23,276.23,243.4,243.4,243.4,203.65,203.65,203.65,187.96,187.96,180.61
229.5,229.5,207.38,207.38,207.38,180.87,180.87,180.87,173.02,173.02,166.84
182.77,182.77,171.35,171.35,171.35,158.08,158.08,158.08,158.08,158.08,153.07
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
339.29,339.29,289.96,289.67,289.67,233.77,233.77,233.77,210.23,210.23,188.48
308.88,308.88,264.46,263.88,263.88,218.31,218.31,218.31,202.62,202.62,168.81
278.48,278.48,238.96,238.1,238.1,202.85,202.85,202.85,195.0,195.0,149.13
248.08,248.08,213.46,212.31,212.31,187.38,187.38,187.38,187.38,187.38,129.46
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
322.96,322.96,279.43,279.43,279.43,226.44,226.44,226.44,202.9,202.9,194.38
276.23,276.23,243.4,243.4,243.4,203.65,203.65,203.65,187.96,187.96,180.61
229.5,229.5,207.38,207.38,207.38,180.87,180.87,180.87,173.02,173.02,166.84
182.77,182.77,171.35,171.35,171.35,158.08,158.08,158.08,158.08,158.08,153.07
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
341.27,341.27,293.71,293.9,293.9,235.05,235.05,235.05,211.51,211.51,184.96
312.85,312.85,271.96,272.34,272.34,220.87,220.87,220.87,205.18,205.18,161.77
284.43,284.43,250.21,250.78,250.78,206.69,206.69,206.69,198.84,198.84,138.58
256.02,256.02,228.46,229.22,229.22,192.51,192.51,192.51,192.51,192.51,115.38
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
355.9,355.9,304.82,302.28,302.28,242.74,242.74,242.74,219.2,219.2,196.79
342.12,342.12,294.17,289.1,289.1,236.25,236.25,236.25,220.56,220.56,185.42
328.33,328.33,283.53,275.91,275.91,229.76,229.76,229.76,221.91,221.91,174.06
314.54,314.54,272.88,262.73,262.73,223.27,223.27,223.27,223.27,223.27,162.69
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
355.9,355.9,304.82,302.28,302.28,242.74,242.74,242.74,219.2,219.2,196.79
342.12,342.12,294.17,289.1,289.1,236.25,236.25,236.25,220.56,220.56,185.42
328.33,328.33,283.53,275.91,275.91,229.76,229.76,229.76,221.91,221.91,174.06
314.54,314.54,272.88,262.73,262.73,223.27,223.27,223.27,223.27,223.27,162.69
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
339.29,339.29,289.96,289.67,289.67,233.77,233.77,233.77,210.23,210.23,188.48
308.88,308.88,264.46,263.88,263.88,218.31,218.31,218.31,202.62,202.62,168.81
278.48,278.48,238.96,238.1,238.1,202.85,202.85,202.85,195.0,195.0,149.13
248.08,248.08,213.46,212.31,212.31,187.38,187.38,187.38,187.38,187.38,129.46
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
355.9,355.9,304.82,302.28,302.28,242.74,242.74,242.74,219.2,219.2,196.79
342.12,342.12,294.17,289.1,289.1,236.25,236.25,236.25,220.56,220.56,185.42
328.33,328.33,283.53,275.91,275.91,229.76,229.76,229.76,221.91,221.91,174.06
314.54,314.54,272.88,262.73,262.73,223.27,223.27,223.27,223.27,223.27,162.69
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
337.96,337.96,288.52,287.65,287.65,233.94,233.94,233.94,210.4,210.4,187.85
306.23,306.23,261.58,259.85,259.85,218.65,218.65,218.65,202.96,202.96,167.54
274.5,274.5,234.63,232.04,232.04,203.37,203.37,203.37,195.52,195.52,147.23
242.77,242.77,207.69,204.23,204.23,188.08,188.08,188.08,188.08,188.08,126.92
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
322.96,322.96,279.43,279.43,279.43,226.44,226.44,226.44,202.9,202.9,194.38
276.23,276.23,243.4,243.4,243.4,203.65,203.65,203.65,187.96,187.96,180.61
229.5,229.5,207.38,207.38,207.38,180.87,180.87,180.87,173.02,173.02,166.84
182.77,182.77,171.35,171.35,171.35,158.08,158.08,158.08,158.08,158.08,153.07
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
339.29,339.29,289.96,289.67,289.67,233.77,233.77,233.77,210.23,210.23,188.48
308.88,308.88,264.46,263.88,263.88,218.31,218.31,218.31,202.62,202.62,168.81
278.48,278.48,238.96,238.1,238.1,202.85,202.85,202.85,195.0,195.0,149.13
248.08,248.08,213.46,212.31,212.31,187.38,187.38,187.38,187.38,187.38,129.46
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
339.29,339.29,289.96,289.67,289.67,233.77,233.77,233.77,210.23,210.23,188.48
308.88,308.88,264.46,263.88,263.88,218.31,218.31,218.31,202.62,202.62,168.81
278.48,278.48,238.96,238.1,238.1,202.85,202.85,202.85,195.0,195.0,149.13
248.08,248.08,213.46,212.31,212.31,187.38,187.38,187.38,187.38,187.38,129.46
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
328.33,328.33,280.58,277.85,277.85,227.31,227.31,227.31,203.77,203.77,182.13
286.96,286.96,245.69,240.23,240.23,205.38,205.38,205.38,189.69,189.69,156.12
245.6,245.6,210.8,202.62,202.62,183.46,183.46,183.46,175.62,175.62,130.1
204.23,204.23,175.92,165.0,165.0,161.54,161.54,161.54,161.54,161.54,104.08
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
355.9,355.9,304.82,302.28,302.28,242.74,242.74,242.74,219.2,219.2,196.79
342.12,342.12,294.17,289.1,289.1,236.25,236.25,236.25,220.56,220.56,185.42
328.33,328.33,283.53,275.91,275.91,229.76,229.76,229.76,221.91,221.91,174.06
314.54,314.54,272.88,262.73,262.73,223.27,223.27,223.27,223.27,223.27,162.69
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
322.96,322.96,279.43,279.43,279.43,226.44,226.44,226.44,202.9,202.9,194.38
276.23,276.23,243.4,243.4,243.4,203.65,203.65,203.65,187.96,187.96,180.61
229.5,229.5,207.38,207.38,207.38,180.87,180.87,180.87,173.02,173.02,166.84
182.77,182.77,171.35,171.35,171.35,158.08,158.08,158.08,158.08,158.08,153.07
198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126.0
303.58,303.58,257.65,257.65,257.65,213.0,213.0,213.0,182.88,182.88,167.08
369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
328.33,328.33,280.58,277.85,277.85,227.31,227.31,227.31,203.77,203.77,182.13
286.96,286.96,245.69,240.23,240.23,205.38,205.38,205.38,189.69,189.69,156.12
245.6,245.6,210.8,202.62,202.62,183.46,183.46,183.46,175.62,175.62,130.1
204.23,204.23,175.92,165.0,165.0,161.54,161.54,161.54,161.54,161.54,104.08
106.4,106.4,106.4,106.4,85.12,85.12,85.12,85.12,76.61,76.61,76.61
105.88,105.88,105.88,105.88,87.5,87.5,87.5,87.5,79.03,79.03,79.03
105.37,105.37,105.37,105.37,89.89,89.89,89.89,89.89,81.46,81.46,81.46
104.85,104.85,104.85,104.85,92.27,92.27,92.27,92.27,83.88,83.88,83.88
115.35,115.35,115.35,115.35,98.87,98.87,94.75,94.75,86.51,86.51,86.51
114.61,114.61,114.61,114.61,99.58,99.58,96.84,96.84,88.65,88.65,88.65
113.87,113.87,113.87,113.87,100.3,100.3,98.92,98.92,90.79,90.79,90.79
113.13,113.13,113.13,113.13,101.01,101.01,101.01,101.01,92.93,92.93,92.93
115.75,115.75,115.75,115.75,104.98,104.98,102.29,102.29,95.56,95.56,95.56
118.36,118.36,118.36,118.36,108.94,108.94,103.57,103.57,98.18,98.18,98.18
120.97,120.97,120.97,120.97,112.91,112.91,104.84,104.84,100.81,100.81,100.81
148.05,148.05,148.05,148.05,118.44,118.44,118.44,118.44,106.6,106.6,106.6
148.21,148.21,148.21,148.21,122.53,122.53,122.53,122.53,110.68,110.68,110.68
